Id,Ideology,Income,Interested,Looking,Name,Occupation,Party,Relationship,Religion,Birthday,Education,Ethnicity,Gender
Gareth_BM,?,?,?,?,?,?,?,?,?,?,?,?,?
sarini1937,?,?,?,?,?,?,?,?,?,?,?,?,Female
Pang4289,?,?,?,?,?,?,?,?,?,?,?,?,?
Kellis16,?,?,?,?,?,?,?,?,?,?,?,?,?
Avs_Girl9,?,?,?,?,?,?,?,?,?,?,?,?,?
roborule,?,?,?,?,?,?,?,?,?,?,?,?,?
IBMUAK99,?,?,?,?,?,?,Other,?,?,?,?,Asian,?
Freedom4all,?,?,?,?,?,?,?,?,?,?,?,?,?
gaffapparel,?,?,?,?,?,?,?,?,?,?,?,?,?
crabbymrgood56,?,?,?,?,?,?,?,?,?,?,?,?,?
gd29,?,?,?,?,?,?,?,?,?,?,?,?,?
julie1234,?,"$25,000 to $35,000",in Men,"Friendship, Networking",?,Student,?,Married,Christian - Catholic,?,?,Latino,Female
demosthlock,?,?,?,?,?,?,?,?,?,?,?,?,?
ChrisF,Liberal,?,in Women,Friendship,?,Student,Democratic Socialists Party,Single,Christian - Church of Christ,?,?,White,?
dzbz,?,?,?,?,?,?,?,?,?,?,?,?,?
BdUd3,?,?,?,?,?,?,Democratic Party,Single,Atheist,?,?,White,?
yellekeoj,?,?,?,?,?,?,?,?,?,?,?,?,?
coffeebean2,?,?,?,?,?,?,?,?,?,?,?,?,?
Slipknot,?,?,?,?,?,?,?,?,?,?,?,?,Male
987498,?,?,?,?,?,?,?,?,?,?,?,?,?
simpleman,?,"$35,000 to $50,000",?,Networking,?,Transportation,?,Married,Christian,?,?,White,Male
jeffD79,?,?,?,?,?,?,?,?,?,?,?,?,Male
jake.carrier,Libertarian,"$25,000 to $35,000",in Women,"Friendship, Networking",?,Military,Libertarian Party,Married,Atheist,?,?,White,Male
Mythic-Dawn,?,?,?,?,?,?,?,?,?,?,?,?,?
KnowledgeBot5,?,?,?,?,?,?,Other,?,?,?,Associates Degree,?,?
unicorns129,?,?,?,?,?,?,?,?,?,?,?,?,?
ablake,?,?,?,?,?,?,?,?,?,?,?,?,?
Fatman,?,?,?,?,?,?,?,?,?,?,?,?,?
thare,?,?,?,?,?,?,?,?,?,?,?,?,?
Godgirl,?,?,?,?,?,?,?,?,?,?,?,?,?
Equality2447,?,?,?,?,?,?,?,?,?,?,?,?,?
Beople,?,?,?,?,?,?,?,?,?,?,?,?,?
45_Guru,?,?,?,?,?,?,?,?,?,?,?,?,?
nicholasemjohnson,?,?,?,?,?,?,?,?,?,?,?,?,?
ravencorinncarluk,?,?,?,?,?,?,?,?,?,?,?,?,Female
rphk123,Green,?,?,?,?,Student,Democratic Party,?,Agnostic,?,High School,White,?
aroth,?,?,?,?,?,?,?,?,?,?,?,?,?
ProudAmerican,?,?,?,?,?,?,?,?,?,?,?,?,?
IzzyBella13,?,?,?,?,?,?,?,?,?,?,?,?,?
Nemat,Socialist,?,?,?,?,?,?,?,?,?,?,?,?
rmjharris,?,?,?,?,?,?,?,?,?,?,?,?,?
Prussia1740,Socialist,?,?,?,?,Student,Democratic Socialists Party,?,Atheist,?,High School,White,Male
Forabettermundo,Progressive,?,in Men and Women,?,?,?,?,?,?,?,?,?,Male
MajorasWrath,?,?,?,?,?,?,?,?,?,?,?,?,?
skyler743,Conservative,?,in Men and Women,"Friendship, Dating, A Relationship",?,?,Undecided,It's Complicated,Christian - Protestant,?,?,White,Male
David12N,?,?,?,?,?,?,?,?,?,?,?,?,Male
Beluga,?,?,?,?,?,?,?,?,?,?,?,?,?
jjman1214,?,?,?,?,?,?,?,?,?,?,?,?,?
Arnold_Benjaman,?,?,?,?,?,?,?,?,?,?,?,?,?
Cicero66,?,?,?,?,?,?,?,?,?,?,?,?,?
PDBHDK,?,?,?,?,?,?,?,?,?,?,?,?,?
AlwaysMoreThanYou,?,?,?,?,?,?,?,?,?,?,?,?,?
ash123654,?,?,?,?,?,?,?,?,?,?,?,?,?
johndo,?,?,?,?,?,?,?,?,?,?,?,?,?
testtesttest,?,?,?,?,?,?,?,?,?,?,?,?,Female
taylor.mccurdy,?,?,?,?,?,?,?,?,?,?,?,?,?
MumfyandMagic,Other,?,?,?,?,?,Republican Party,?,?,?,High School,?,?
nolsog,?,?,?,?,?,?,?,?,?,?,?,?,?
lilytakesstate12,?,?,?,?,?,?,?,?,?,?,?,?,?
beisbol22,?,?,?,?,?,?,?,?,?,?,?,?,?
hirty7,?,?,?,?,?,?,?,?,?,?,?,?,?
uoflcards22,Conservative,?,?,?,?,?,Republican Party,?,?,?,?,?,?
Lyssa_34,?,?,?,?,?,?,?,?,?,?,?,?,Female
MikeHud,?,?,?,?,?,?,?,?,?,?,?,?,Male
A.WitherspoonVI,Socialist,Other,in Women,"Friendship, Networking",?,Student,?,Other,?,?,High School,White,Male
StarTrek,Conservative,?,in Women,?,?,?,Republican Party,It's Complicated,?,?,?,?,?
inperson,?,"$75,000 to $100,000",?,?,?,Other,?,?,?,?,Associates Degree,White,?
norm762,?,?,?,?,?,?,?,?,?,?,?,?,?
benpowerman,?,?,in Women,"Dating, A Relationship",?,Technical,?,Single,?,?,?,?,?
placente,?,?,?,?,?,?,?,?,?,?,?,?,?
NBAlstar,?,?,?,?,?,?,?,?,?,?,?,?,?
Tyler5362,Moderate,?,in Women,"Friendship, Dating, A Relationship",Tyler Whisinnand,Student,Independent,Single,Atheist,1995,High School,White,Male
Home_of_the_Brave2k18,?,?,?,?,?,?,?,?,?,?,?,?,?
SomebodyWhoExists,?,?,?,?,?,?,?,?,?,?,?,?,?
Polinut,?,?,in Women,?,?,Self-Employed,?,?,Atheist,?,Bachelors Degree,?,Male
HailedPanic913,?,?,?,?,?,?,?,?,?,?,?,?,?
Mike_Bishop,?,?,?,?,?,?,?,?,?,?,?,?,?
hawkeye_bob,?,?,?,?,?,?,?,?,?,?,?,?,?
Hihihgtsr,?,?,?,?,?,?,?,?,?,?,?,?,?
opinionatedbritt,?,?,?,?,?,Student,?,?,Zoroastrianism,?,High School,?,?
AtheismtFTW,?,?,?,?,?,?,?,?,?,?,?,?,?
Spence_1,?,?,?,?,?,?,?,?,?,?,?,?,?
NewLifeChristian,Conservative,?,in Women,?,?,?,Republican Party,?,Christian,?,?,?,Male
Albatross,Liberal,?,in Women,Networking,?,?,?,Single,Atheist,?,?,White,Male
AtkinsonCameron,Other,?,in Women,"Friendship, Networking",Cameron Private,Student,Independent,Single,Christian,?,Some College,White,Male
themassesaredumb,?,?,?,?,?,?,?,?,?,?,?,?,?
HappyWeapons,?,?,?,?,?,?,?,?,?,?,?,?,Male
AmericanSpirit,Other,Other,?,?,?,Other,Republican Party,?,Christian - Latter-Day Saints,?,?,Asian,?
james14,?,?,?,?,?,?,?,?,Christian - Protestant,?,?,White,Male
Edril,Communist,?,?,?,?,?,Undecided,?,?,?,?,?,?
leojm,Conservative,"$50,000 to $75,000",in Men,"Friendship, Networking",Juliana Private,Self-Employed,Tea Party Patriots,In a Relationship,Christian,1992,Associates Degree,White,Female
jameswalters,?,?,?,?,?,?,?,?,?,?,?,?,?
Anon99,Conservative,?,in Men,"Friendship, Networking",?,?,Republican Party,Single,?,?,?,?,Female
volonix,?,?,?,?,?,?,?,?,?,?,?,?,?
Openmindedperson,Other,?,?,"Friendship, Networking",?,Student,Republican Party,?,Other,?,?,White,?
chrisale001,?,?,?,?,?,?,?,?,?,?,?,?,?
reedrobinson,?,?,?,?,?,?,?,?,?,?,?,?,?
krz,Liberal,?,?,?,?,Retail,Pacifist Party,Single,?,?,High School,White,Female
Kev95682,?,?,?,?,?,?,?,?,?,?,?,?,?
sudhr,?,?,?,?,?,?,?,?,?,?,?,?,?
XionChan,Libertarian,?,in Men,?,Rachel Private,Student,Libertarian Party,It's Complicated,Other,2000,High School,Other,Female
dannyb63,Conservative,?,?,?,?,?,Republican Party,?,?,?,?,?,?
carter_gibson,?,?,?,?,?,?,?,?,?,?,?,?,?
andrewrules5,?,?,?,?,?,?,?,?,?,?,?,?,?
AlexK,?,?,?,?,?,?,?,?,?,?,?,?,?
Leninist,Communist,Other,in Women,?,?,Student,Communist Party,?,Atheist,?,Some College,White,?
Cogitatio-et-veritatis,Conservative,"$35,000 to $50,000",in Women,?,?,Military,Republican Party,Single,Christian - Baptist,?,High School,White,?
NukenDuke,?,?,?,?,?,?,?,?,?,?,?,?,?
hyperbelt,?,?,?,?,?,?,?,?,?,?,?,?,?
DebatingAccount,?,?,?,?,?,?,?,?,?,?,?,?,?
hubert,?,?,?,?,?,?,?,?,?,?,?,?,?
bellathedemocrat,?,?,?,?,?,?,?,?,?,?,?,?,Genderqueer
sydnay,?,?,?,?,?,?,?,?,?,?,?,?,?
AmericaninOK,?,?,?,?,?,?,?,?,?,?,?,?,?
SemperFidelis1946,?,?,?,?,?,?,?,?,?,?,?,?,?
GIDHIR,Anarchist,"Less than $25,000",in Men and Women,Friendship,?,Student,Independent,In an Open Relationship,Atheist,1993,?,?,?
bloodroses75,?,?,?,?,?,?,?,?,?,?,?,?,?
rruthbj,?,?,?,?,?,Other,?,?,Other,?,?,White,Female
Watcher106,?,?,?,?,?,?,?,?,?,?,?,?,?
cat5fred,?,?,?,?,?,?,?,?,?,?,?,?,?
ChuckieH,Liberal,?,?,?,?,Student,Democratic Party,?,Christian - Catholic,?,?,White,?
Puffyturtles,?,?,?,?,?,?,?,?,?,?,?,?,?
devin.cooper64,?,Other,in Women,"Friendship, A Relationship, Networking",?,Other,Republican Party,Single,Christian - Latter-Day Saints,?,High School,White,?
BigFau,?,?,?,?,?,?,?,?,?,?,?,?,?
migtubsa,?,?,?,?,?,?,?,?,?,?,?,?,?
jthej,?,?,?,?,?,?,?,?,?,?,?,?,?
marshmobmom6,?,?,?,?,?,?,?,?,?,?,?,?,Female
nroura,?,?,?,?,?,?,?,?,?,?,?,?,?
BreezyBlink,Libertarian,?,?,?,?,Student,Libertarian Party,?,Agnostic,?,?,White,?
Trina94,Liberal,?,?,?,?,?,Democratic Party,?,?,?,?,?,Female
chuck-norris,?,?,?,?,?,?,?,?,?,?,?,?,?
SkepticalStardust,Progressive,?,?,?,?,Student,Independent,?,Atheist,?,?,White,?
steffon66,?,?,?,?,?,?,?,?,?,?,?,?,?
danmhood,Libertarian,?,in Women,?,?,Student,Libertarian Party,Single,Agnostic,1995,High School,White,?
bandista,?,?,?,?,?,?,?,?,?,?,?,?,?
CaptainCarlo,?,?,?,?,?,?,?,?,?,?,?,?,?
ford_prefect,?,?,?,?,?,?,?,?,?,?,?,?,?
brandenschirpke117,Liberal,"Less than $25,000",in Women,"Friendship, Dating, A Relationship",?,Student,Green Party,Single,Atheist,?,High School,White,Male
DAC,?,?,?,?,?,?,?,?,?,?,?,?,?
distant_quasar,Liberal,?,?,?,?,?,Undecided,?,?,?,?,?,?
tptompkins,?,?,?,?,?,?,?,?,?,?,?,?,?
Joggabii,?,?,?,?,?,?,?,?,?,?,?,?,?
Jam_Man,Communist,?,?,?,?,?,?,?,Atheist,?,?,White,?
Seanvad,?,?,?,?,?,?,?,?,?,?,?,?,?
Iluvatar,?,?,?,?,?,?,?,?,?,?,?,?,?
vagabond22,?,?,?,?,?,?,?,?,?,?,?,?,Male
scottpl,?,?,?,?,?,?,?,?,?,?,?,?,?
RedMoonlight,Other,?,in Women,"Friendship, Networking",?,?,Independent,In a Relationship,?,?,Bachelors Degree,?,?
evilrick,?,?,?,?,?,?,?,?,?,?,?,?,?
Cphelps310025,?,?,?,?,?,?,?,?,?,?,?,?,?
WheezySquash8,Liberal,Other,?,Friendship,?,Student,Democratic Party,In a Relationship,Christian - Catholic,?,High School,White,Male
zzzaaa,?,?,?,?,?,?,?,?,?,?,?,?,?
ericman247,?,?,?,?,?,?,?,?,?,?,?,?,?
South,?,?,?,?,?,?,?,?,?,?,?,?,?
analog0683,?,?,?,?,?,?,?,?,?,?,?,?,?
PurpleRainbow,Liberal,?,?,?,?,?,Democratic Socialists Party,?,Christian - Protestant,?,?,?,?
Rational1,?,?,?,?,?,?,?,?,?,?,?,?,Male
MichaelF,?,?,?,?,?,?,?,?,?,?,Bachelors Degree,?,Male
JansenReighard,?,?,?,?,?,?,?,?,?,?,?,?,?
zachHu1,?,?,?,?,?,?,?,?,?,?,?,?,?
onevoter,?,?,?,?,?,?,?,?,?,?,?,?,?
gcohen6,?,?,?,?,?,?,?,?,?,?,?,?,?
ThreePointOneFour,Libertarian,?,?,?,?,Administrative,?,?,Atheist,?,?,?,Male
RP.Baskerville,?,?,?,?,?,?,?,?,?,?,?,?,Male
scorpios6,?,?,?,?,?,?,?,?,?,?,?,?,?
elaina_chazelle,?,?,?,?,?,?,?,?,?,?,?,?,?
therefuter,Conservative,"Less than $25,000",?,?,?,Student,?,?,Christian - Baptist,?,?,White,Male
puppies7902,?,?,?,?,?,?,?,?,?,?,?,?,?
kevinTOC,?,?,?,?,?,?,?,?,?,?,?,?,Male
Mathonix,?,?,?,?,?,?,?,?,?,?,?,?,?
Danny_Rosabal,?,?,?,?,?,?,?,?,?,?,?,?,?
KeepYourFreedoms,?,?,?,?,?,?,?,?,?,?,?,?,?
Art-Zen,?,?,?,?,?,?,?,?,?,?,?,?,?
megaman,?,?,?,?,?,?,?,?,?,?,?,?,?
ramramgeorge,Moderate,?,?,?,?,?,?,?,?,?,Graduate Degree,White,?
bhaskarmishra,?,?,in Women,?,?,?,?,?,?,?,?,?,Male
nrmullins,?,?,?,?,?,?,?,?,?,?,?,?,?
DeBaTe15,?,?,?,?,?,?,?,?,?,?,?,?,?
TheBigFish13,Green,Other,in Women,Friendship,?,Student,?,?,Atheist,?,High School,White,?
biged223,Libertarian,?,in Women,"Friendship, Dating, A Relationship, Networking",?,?,Libertarian Party,?,Atheist,?,High School,White,Male
ihenrylondon,Conservative,?,?,?,?,?,?,?,Atheist,?,?,White,?
aksai_chin,?,?,?,?,?,?,?,?,?,?,?,?,?
seesadoo,?,?,?,?,?,?,?,?,?,?,?,?,?
HoldenKing,?,?,?,?,?,?,?,?,?,?,?,?,?
joelsantana07,?,?,?,?,?,?,?,?,?,?,?,?,?
420_smokes_weed_420,?,?,?,?,?,?,?,?,?,?,?,?,?
misterfish0123,?,?,?,?,?,?,?,?,?,?,?,?,?
JimmyJankins,?,?,?,?,?,?,?,?,?,?,?,?,?
yoyopizza,?,"Less than $25,000",in Women,Friendship,?,Labor,?,Single,Atheist,?,Other,White,Male
Malaika,?,?,?,?,?,?,?,?,?,?,?,?,Female
JackAllen,?,?,?,?,?,?,?,?,?,?,?,?,?
alaudadio,?,?,?,?,?,?,?,?,?,?,?,?,?
samurai,?,?,?,?,?,?,?,?,?,?,?,?,?
kashdoller,?,?,?,?,?,?,?,?,?,?,?,?,?
FaustianJustice,Liberal,"$35,000 to $50,000",?,?,?,Civil Service,Independent,Married,Agnostic,?,Bachelors Degree,White,Male
MsChaCha,?,?,?,?,?,Student,?,?,Christian - Protestant,?,?,Black,?
shiljuhere,?,?,?,?,?,?,?,?,?,?,?,?,?
tectonics,?,?,?,?,?,?,?,?,?,?,?,?,Male
feebecat,?,?,?,?,?,?,?,?,?,?,?,?,?
Liamand,?,?,?,?,?,?,?,?,?,?,?,?,?
Neoteric,Undecided,?,?,?,?,?,Undecided,?,?,?,?,?,Male
smokeyapaloosa,?,?,?,?,?,?,?,?,?,?,?,?,Female
Zdog14,Moderate,?,?,?,?,?,Republican Party,?,?,?,?,White,?
Idealist,Moderate,?,?,?,?,?,Independent,?,?,?,?,?,?
Bakayarouish,?,?,?,?,?,?,?,?,?,?,?,?,?
cludwig,Libertarian,"$100,000 to $150,000",?,?,?,Artist,?,Married,?,?,Graduate Degree,?,Male
GameOfThrones69,Green,?,in Men and Women,?,?,Student,?,Single,Atheist,?,?,White,?
Spud,Liberal,?,?,?,?,?,?,?,?,?,?,White,?
jsebean,?,?,?,?,?,?,?,?,?,?,?,?,Male
adriperk007,?,?,?,?,?,?,?,?,?,?,?,?,?
BurraVamsiVardhan,?,?,in Women,Friendship,?,Student,?,Single,Hindu,?,?,Asian,?
merican,?,?,?,?,?,?,?,?,?,?,?,?,?
Emilyforfreedom,Conservative,?,?,?,?,Student,Christian Liberty Party,?,Christian - Lutheran,?,High School,Native American,Female
HermanGomez95,Liberal,?,in Men,"Friendship, Networking",?,Student,Democratic Party,Single,?,?,Bachelors Degree,White,Male
FreedomJosh,?,?,?,?,?,?,?,?,?,?,?,?,?
Dumbo,Liberal,Other,?,Friendship,?,Teacher,Democratic Party,Other,?,1980,?,?,?
Purplesnow,Anarchist,"Less than $25,000",in Women,Networking,?,Student,Other,Single,Atheist,?,High School,White,Male
Kathyrn,Socialist,?,in Men and Women,?,?,Student,?,?,Atheist,?,?,White,Female
mlwry,Anarchist,?,?,?,?,Student,Other,?,Atheist,?,?,White,?
wyattn97,?,?,?,?,?,?,?,?,?,?,?,?,?
chappy_xd,?,?,?,?,?,?,?,?,?,?,?,?,?
Julian-Harker,Socialist,?,in Women,?,?,Other,?,In a Relationship,Atheist,?,Some College,Other,Male
Tallen24607,Conservative,?,in Women,Friendship,?,Student,Republican Party,?,Christian - Baptist,?,?,White,Male
MCat,?,?,?,?,?,?,?,?,?,?,?,?,?
debatingallday,?,?,?,?,?,?,?,?,?,?,?,?,?
Vxneji,?,?,?,?,?,?,?,?,?,?,?,?,?
hemant.jain,?,?,?,?,?,?,?,?,?,?,?,?,Male
08ryan08,?,?,?,?,?,?,?,?,?,?,?,?,?
bhakun,Labor,?,?,?,?,?,?,?,Agnostic,?,?,?,?
pmljemnkins,?,?,?,?,?,?,?,?,?,?,?,?,?
rward13,?,?,?,?,?,?,?,?,?,?,?,?,?
gauravlivestrong,?,?,?,?,?,?,?,?,?,?,?,?,?
TinasDream,?,?,?,?,?,?,?,?,?,?,?,?,?
JGreene,?,?,?,?,?,?,?,?,?,?,?,?,?
Franz3333,?,?,?,?,?,?,?,?,?,?,?,?,?
Caleb.Gaither,?,?,?,?,?,?,?,?,?,?,?,?,?
jono.subz,Conservative,?,in Women,?,?,?,Republican Party,Single,Christian - Anglican,?,High School,White,Male
Le.Doctor,?,?,in Women,Networking,?,?,?,Single,Islamic,?,?,Other,?
andy11,?,?,?,?,?,?,?,?,?,?,?,?,?
Cesar_7,?,?,?,?,?,?,?,?,?,?,?,?,?
khu1225,Conservative,?,in Men,?,?,Student,Republican Party,?,Christian,?,?,White,?
alexa17,?,?,?,?,?,?,?,?,?,?,?,?,?
enrugil,?,?,?,?,?,?,?,?,?,?,?,?,Female
MadeinAmerica1999,Conservative,?,in Women,"Friendship, Dating, A Relationship",?,Student,Tea Party Patriots,Single,Atheist,?,Bachelors Degree,White,?
RaymondD,?,?,?,?,?,?,?,?,?,?,?,?,Male
Dr.Strangelove,Labor,?,in Women,?,?,?,Democratic Party,?,Christian - Anglican,?,High School,White,Male
ThielemanVanBraght777,?,?,?,?,?,?,?,?,?,?,?,?,?
thelemonboy,?,?,?,?,?,?,?,?,?,?,?,?,?
Kryptonian,?,?,?,?,?,?,?,?,?,?,?,?,?
brbnhm,?,?,?,?,?,?,?,?,?,?,?,?,?
GENPATTON10,Conservative,?,?,?,?,Student,Republican Party,?,Christian - Catholic,?,?,White,Male
Krispy_Splunt,?,?,?,?,?,?,?,?,?,?,?,?,?
RebelRebelDixieDixie01,Socialist,"More than $150,000",in Women,Friendship,?,Artist,Socialist Party,Single,Jewish,?,?,Native American,?
anon9,?,?,?,?,?,?,?,?,?,?,?,?,?
Elegant_kunta,Moderate,Other,in Men and Women,"Friendship, Networking",?,?,Other,Single,Primal-Indigenous,?,Other,White,Female
mark.debate,Conservative,?,?,?,?,?,Republican Party,?,?,?,?,?,?
peteranify,?,?,?,?,?,?,?,?,?,?,?,?,?
ThomasCK,Conservative,?,in Women,?,?,Other,Republican Party,Single,Christian - Latter-Day Saints,?,High School,White,?
magee,?,?,?,?,?,?,?,?,?,?,?,?,?
harrypotterfantng,Other,?,?,Friendship,?,Student,Independent,?,Agnostic,?,High School,?,Female
KBattleson,?,?,?,?,?,?,?,?,?,?,?,?,Male
ShootingGoldStar,?,?,?,?,?,?,?,?,Christian - Baptist,?,?,?,Female
serpent,?,?,?,?,?,?,?,?,?,?,?,?,?
debatemaster1234,?,?,?,?,?,?,?,?,?,?,?,?,?
jo_shan,?,?,?,?,?,?,?,?,?,?,?,?,?
Tabitha_Ann,?,?,?,?,?,?,?,?,?,?,?,?,?
ThisIsNotAPerson,?,?,?,?,?,Other,?,Other,?,?,?,?,?
vale0121,?,?,?,?,?,?,?,?,?,?,?,?,Female
jscap,?,?,?,?,?,?,?,?,?,?,?,?,?
reapress1,?,?,?,?,?,?,?,?,?,?,?,?,Male
mike8,?,?,?,?,?,?,?,?,?,?,?,?,?
NovaLux,?,?,?,?,?,?,?,?,?,?,?,?,?
SwizzardWizard,Progressive,?,in Women,"Friendship, Dating, A Relationship, Networking",?,Student,Other,Single,Agnostic,?,Some College,White,Male
orangemayhem,Labor,?,in Women,Friendship,?,Student,Labor Party,Single,Agnostic,1996,High School,White,Male
njrutz42,Conservative,?,in Women,"Friendship, Dating, A Relationship, Networking",?,?,Republican Party,Single,?,?,?,?,?
baren,?,?,?,?,?,?,?,?,?,?,?,?,?
chuerta7,?,?,?,?,?,?,?,?,?,?,?,?,?
enclave101,Liberal,?,in Women,?,?,Artist,Democratic Party,?,Atheist,?,High School,White,?
TrasguTravieso,Other,?,?,?, ,Other,Other,?,Christian - Catholic,?,?,Latino,?
batbard,?,?,?,?,?,?,?,?,?,?,?,?,?
Surefoot,Moderate,?,?,?,?,Student,Republican Party,?,Christian - Latter-Day Saints,?,High School,White,Female
Bigshoe22,Conservative,?,in Women,?,?,Student,Republican Party,Single,Jewish,?,Other,White,?
tsume,Libertarian,?,in Women,?,?,Student,Libertarian Party,Single,Christian - Protestant,?,High School,White,Male
hayleybae,?,?,in Men,?,?,?,?,In a Relationship,?,?,High School,?,?
sandy3269,Other,"$25,000 to $35,000",in Women,Friendship,?,Retired,Other,In a Relationship,Agnostic,?,Associates Degree,Black,?
21niklauss,?,?,?,?,?,?,?,?,?,?,?,?,?
Fannie,?,?,?,?,?,?,?,?,?,?,?,?,?
Fitzwilliam,?,?,?,?,?,?,?,?,?,?,?,?,?
mistrsinistr,Moderate,"Less than $25,000",in Women,A Relationship,?,Military,Libertarian Party,In a Relationship,Christian - Catholic,?,High School,White,?
ajmal3VCU,?,?,?,?,?,?,?,?,?,?,?,?,Female
macroft,?,?,?,?,?,?,?,?,?,?,?,?,?
kimjungrules,Libertarian,?,?,?,?,?,Libertarian Party,?,?,?,?,?,?
gpeace,?,?,?,?,?,?,?,?,?,?,?,?,?
eigee,?,?,?,?,?,?,?,?,?,?,?,?,?
javaclay,?,?,?,?,?,?,?,?,?,?,?,?,?
Alvarism,?,?,?,?,?,?,?,?,?,?,?,?,?
thegodmother,?,?,?,?,?,?,?,?,?,?,?,?,?
bAnthony,?,?,?,?,?,?,?,?,?,?,?,?,?
TheINFJNala,?,?,?,?,?,?,?,?,?,?,?,?,?
LisaBee,?,?,?,?,?,?,?,?,?,?,?,?,Female
Bader191,?,?,?,?,?,?,?,?,?,?,?,?,?
Shadow-Dragon,Conservative,?,in Women,?,?,?,Republican Party,?,Christian - Catholic,?,?,?,Male
YB3101995,?,?,?,?,?,?,?,?,?,?,?,?,?
n.jones,Apathetic,?,?,?,?,?,?,?,?,?,?,White,Female
Rxan,Libertarian,?,in Women,A Relationship,?,Student,Republican Party,Single,Christian - Episcopalian,?,High School,White,?
cutepuppies,?,?,?,?,?,?,?,?,?,?,?,?,?
hunterrex39,?,?,?,?,?,?,?,?,?,?,?,?,?
mandopando,?,?,?,?,?,?,?,?,?,?,?,?,?
DebatorJack,Libertarian,?,in Women,"Friendship, Networking",?,?,Libertarian Party,In a Relationship,Christian - Methodist,?,?,White,Male
E.C,?,?,?,?,?,?,?,?,?,?,?,?,Male
Wander099,?,?,in Men,?,?,?,?,?,Atheist,?,Bachelors Degree,White,?
50074,?,?,?,?,?,?,?,?,?,?,?,?,?
FerNany,?,?,?,?,?,?,?,?,?,?,?,?,Female
ishallannoyyo,?,?,?,?,?,?,?,?,?,?,?,?,Male
tacoman,?,?,?,?,?,?,?,?,Christian - Latter-Day Saints,?,?,White,?
FranChaher,?,?,?,?,?,?,?,?,?,?,?,?,?
BHW13,Conservative,?,in Women,?,?,?,Republican Party,?,Christian - Protestant,?,?,White,?
hrichardson,?,?,?,?,?,?,?,?,?,?,?,?,?
LaughingRiddle,?,?,?,?,?,?,?,?,?,?,?,?,?
schang0053,?,?,?,?,?,?,?,?,?,?,?,?,?
EMOLADYTORI13,?,?,?,?,?,?,?,?,?,?,?,?,?
Adversary,?,?,?,?,?,?,?,?,?,?,?,?,?
1814Username,?,?,?,?,?,?,?,?,?,?,?,?,?
bholly24,Progressive,?,?,?,?,?,?,?,Atheist,?,?,White,?
l204,?,?,?,?,?,?,?,?,?,?,?,?,?
Equalityisfair,?,?,?,?,?,?,?,?,?,?,?,?,?
Gillianmorsee,?,?,?,?,?,?,?,?,?,?,?,?,?
anaymous,?,?,?,?,?,?,?,?,?,?,?,?,?
heidil,?,?,?,?,?,?,?,?,?,?,?,?,?
Mikeisnotadoctor,?,?,?,?,?,?,?,?,?,?,?,?,?
Rockcity4,?,?,?,?,?,?,?,?,?,?,?,?,Male
JabkeBabiladrduilah1606,?,?,?,?,?,?,?,?,?,?,?,?,Male
Wabbino,?,?,?,?,?,?,?,?,?,?,?,?,?
hassansadak,Undecided,"$50,000 to $75,000",in Women,?,?,Technical,Undecided,In a Relationship,Islamic,?,Some College,Middle Eastern,?
MaisieTorr,?,?,?,Friendship,?,Student,?,Single,Atheist,?,?,White,?
tatepinnok,?,?,?,?,?,?,?,?,?,?,?,?,?
TheFurryOat,?,?,?,?,?,Student,?,?,Agnostic,?,Some College,White,?
harrytruman,?,?,?,?,?,?,?,?,?,?,?,?,?
Spartan9876,Socialist,?,?,?,?,?,?,?,?,?,?,?,?
Veles,Libertarian,?,?,?,?,Student,Libertarian Party,?,Agnostic,?,Some College,White,?
brandinius,?,?,?,?,?,?,?,?,?,?,?,?,?
arjunnsuresh,?,?,?,?,?,?,?,?,?,?,?,?,?
E-Seldon,?,?,?,?,?,?,?,?,?,?,?,?,Male
P.Ellis,?,?,?,?,?,?,?,?,Christian - Anglican,?,?,White,?
Articfrost,?,?,?,?,?,?,?,?,?,?,?,?,?
Arkansas_life,?,?,?,?,?,?,?,?,?,?,?,?,?
Shubhankar,?,?,?,?,?,?,?,?,?,?,?,?,?
TheWolfHowling,?,?,?,?,?,?,?,?,?,?,?,?,Male
Oglio,?,?,?,?,?,?,?,?,?,?,?,?,?
Zzmrnewbooty,Liberal,?,in Women,?,?,Student,Marijuana Party,?,Atheist,?,?,White,?
DudeWithoutTheE,?,?,?,?,?,?,?,?,?,?,?,?,?
stuartt,Socialist,?,?,"Friendship, Dating, A Relationship, Networking",?,?,?,Single,Agnostic,?,?,?,Male
hamedkhatiz,Liberal,"Less than $25,000",in Women,"Friendship, Dating",?,Retail,Other,Single,Atheist,?,Bachelors Degree,Other,?
debate101_1D,?,?,?,?,?,?,?,?,?,?,?,?,?
Doc_Brown,?,?,?,?,?,?,?,?,?,?,?,?,?
Tireless_Rebutter,?,?,?,?,?,?,?,?,?,?,?,?,?
hardtimezone,Progressive,?,?,?,?,Government,Democratic Party,?,?,?,Bachelors Degree,White,?
BradWalsh,Conservative,"$25,000 to $35,000",?,?,?,Military,Republican Party,?,Christian - Catholic,?,High School,White,?
cradlefan,?,?,?,?,?,?,?,?,?,?,?,?,?
TUF,Undecided,?,in Women,Friendship,?,Military,Undecided,Single,Atheist,?,Some College,White,Male
N711,?,?,?,?,?,?,?,?,?,?,?,?,Male
